state,year,crime,rate,2015Y,2016Y,,
Maryland,2015,Larceny-theft,"1,713.1 ","2,848.0 ","2,756.5 ",,
Maryland,2016,Larceny-theft,"1,677.4 ","2,848.0 ","2,756.5 ",,
Maryland,2015,Motor vehicle theft,223.8 ,"2,848.0 ","2,756.5 ",,
Maryland,2016,Motor vehicle theft,196.7 ,"2,848.0 ","2,756.5 ",,
North Carolina,2015,Murder,5.2 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Murder,6.7 ,"3,095.7 ","3,109.7 ",,
North Carolina,2015,Rape,25.8 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Rape,28.1 ,"3,095.7 ","3,109.7 ",,
North Carolina,2015,Robbery,87.9 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Robbery,92.0 ,"3,095.7 ","3,109.7 ",,
North Carolina,2015,Assault,227.3 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Assault,245.5 ,"3,095.7 ","3,109.7 ",,
North Carolina,2015,Burglary,745.0 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Burglary,710.4 ,"3,095.7 ","3,109.7 ",,
North Carolina,2015,Larceny-theft,"1,870.7 ","3,095.7 ","3,109.7 ",,
North Carolina,2016,Larceny-theft,"1,876.2 ","3,095.7 ","3,109.7 ",,
North Carolina,2015,Motor vehicle theft,133.8 ,"3,095.7 ","3,109.7 ",,
North Carolina,2016,Motor vehicle theft,150.8 ,"3,095.7 ","3,109.7 ",,
South Carolina,2015,Murder,8.3 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Murder,7.4 ,"3,826.0 ","3,745.6 ",,
South Carolina,2015,Rape,49.8 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Rape,48.1 ,"3,826.0 ","3,745.6 ",,
South Carolina,2015,Robbery,80.7 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Robbery,81.3 ,"3,826.0 ","3,745.6 ",,
South Carolina,2015,Assault,360.6 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Assault,365.0 ,"3,826.0 ","3,745.6 ",,
South Carolina,2015,Burglary,713.9 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Burglary,664.7 ,"3,826.0 ","3,745.6 ",,
South Carolina,2015,Larceny-theft,"2,344.9 ","3,826.0 ","3,745.6 ",,
South Carolina,2016,Larceny-theft,"2,298.5 ","3,826.0 ","3,745.6 ",,
South Carolina,2015,Motor vehicle theft,267.8 ,"3,826.0 ","3,745.6 ",,
South Carolina,2016,Motor vehicle theft,280.6 ,"3,826.0 ","3,745.6 ",,
Virginia,2015,Murder,4.7 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Murder,5.8 ,"2,085.6 ","2,077.1 ",,
Virginia,2015,Rape,29.9 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Rape,32.5 ,"2,085.6 ","2,077.1 ",,
Virginia,2015,Robbery,53.3 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Robbery,57.1 ,"2,085.6 ","2,077.1 ",,
Virginia,2015,Assault,111.8 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Assault,122.2 ,"2,085.6 ","2,077.1 ",,
Virginia,2015,Burglary,257.4 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Burglary,238.0 ,"2,085.6 ","2,077.1 ",,
Virginia,2015,Larceny-theft,"1,530.5 ","2,085.6 ","2,077.1 ",,
Virginia,2016,Larceny-theft,"1,505.1 ","2,085.6 ","2,077.1 ",,
Virginia,2015,Motor vehicle theft,98.0 ,"2,085.6 ","2,077.1 ",,
Virginia,2016,Motor vehicle theft,116.4 ,"2,085.6 ","2,077.1 ",,
West Virginia,2015,Murder,4.6 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Murder,4.4 ,"2,449.2 ","2,405.3 ",,
West Virginia,2015,Rape,38.6 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Rape,35.9 ,"2,449.2 ","2,405.3 ",,
West Virginia,2015,Robbery,42.5 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Robbery,39.3 ,"2,449.2 ","2,405.3 ",,
West Virginia,2015,Assault,261.8 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Assault,278.5 ,"2,449.2 ","2,405.3 ",,
West Virginia,2015,Burglary,514.2 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Burglary,507.9 ,"2,449.2 ","2,405.3 ",,
West Virginia,2015,Larceny-theft,"1,465.7 ","2,449.2 ","2,405.3 ",,
West Virginia,2016,Larceny-theft,"1,402.3 ","2,449.2 ","2,405.3 ",,
West Virginia,2015,Motor vehicle theft,121.8 ,"2,449.2 ","2,405.3 ",,
West Virginia,2016,Motor vehicle theft,137.0 ,"2,449.2 ","2,405.3 ",,
Alabama,2015,Murder,7.2 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Murder,8.4 ,"3,455.9 ","3,480.3 ",,
Alabama,2015,Rape,42.0 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Rape,39.4 ,"3,455.9 ","3,480.3 ",,
Alabama,2015,Robbery,95.0 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Robbery,96.4 ,"3,455.9 ","3,480.3 ",,
Alabama,2015,Assault,328.8 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Assault,388.2 ,"3,455.9 ","3,480.3 ",,
Alabama,2015,Burglary,726.5 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Burglary,700.5 ,"3,455.9 ","3,480.3 ",,
Alabama,2015,Larceny-theft,"2,043.4 ","3,455.9 ","3,480.3 ",,
Alabama,2016,Larceny-theft,"2,006.3 ","3,455.9 ","3,480.3 ",,
Alabama,2015,Motor vehicle theft,213.0 ,"3,455.9 ","3,480.3 ",,
Alabama,2016,Motor vehicle theft,241.1 ,"3,455.9 ","3,480.3 ",,
Kentucky,2015,Murder,4.9 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Murder,5.9 ,"2,428.1 ","2,422.1 ",,
Kentucky,2015,Rape,37.2 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Rape,37.0 ,"2,428.1 ","2,422.1 ",,
Kentucky,2015,Robbery,74.9 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Robbery,75.9 ,"2,428.1 ","2,422.1 ",,
Kentucky,2015,Assault,106.5 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Assault,113.5 ,"2,428.1 ","2,422.1 ",,
Kentucky,2015,Burglary,509.1 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Burglary,469.6 ,"2,428.1 ","2,422.1 ",,
Kentucky,2015,Larceny-theft,"1,517.5 ","2,428.1 ","2,422.1 ",,
Kentucky,2016,Larceny-theft,"1,497.4 ","2,428.1 ","2,422.1 ",,
Kentucky,2015,Motor vehicle theft,178.0 ,"2,428.1 ","2,422.1 ",,
Kentucky,2016,Motor vehicle theft,222.8 ,"2,428.1 ","2,422.1 ",,
Mississippi,2015,Murder,8.5 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Murder,8.0 ,"3,143.6 ","3,048.7 ",,
Mississippi,2015,Rape,38.7 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Rape,42.7 ,"3,143.6 ","3,048.7 ",,
Mississippi,2015,Robbery,77.3 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Robbery,80.2 ,"3,143.6 ","3,048.7 ",,
Mississippi,2015,Assault,149.4 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Assault,149.6 ,"3,143.6 ","3,048.7 ",,
Mississippi,2015,Burglary,838.6 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Burglary,781.4 ,"3,143.6 ","3,048.7 ",,
Mississippi,2015,Larceny-theft,"1,888.2 ","3,143.6 ","3,048.7 ",,
Mississippi,2016,Larceny-theft,"1,842.1 ","3,143.6 ","3,048.7 ",,
Mississippi,2015,Motor vehicle theft,142.9 ,"3,143.6 ","3,048.7 ",,
Mississippi,2016,Motor vehicle theft,144.7 ,"3,143.6 ","3,048.7 ",,
Tennessee,2015,Murder,6.3 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Murder,7.3 ,"3,591.5 ","3,487.0 ",,
Tennessee,2015,Rape,42.5 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Rape,40.8 ,"3,591.5 ","3,487.0 ",,
Tennessee,2015,Robbery,113.7 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Robbery,117.5 ,"3,591.5 ","3,487.0 ",,
Tennessee,2015,Assault,456.4 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Assault,467.3 ,"3,591.5 ","3,487.0 ",,
Tennessee,2015,Burglary,663.4 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Burglary,606.1 ,"3,591.5 ","3,487.0 ",,
Tennessee,2015,Larceny-theft,"2,111.6 ","3,591.5 ","3,487.0 ",,
Tennessee,2016,Larceny-theft,"2,020.7 ","3,591.5 ","3,487.0 ",,
Tennessee,2015,Motor vehicle theft,197.6 ,"3,591.5 ","3,487.0 ",,
Tennessee,2016,Motor vehicle theft,227.3 ,"3,591.5 ","3,487.0 ",,
Arkansas,2015,Murder,6.3 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Murder,7.2 ,"3,800.0 ","3,819.3 ",,
Arkansas,2015,Rape,67.4 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Rape,71.7 ,"3,800.0 ","3,819.3 ",,
Arkansas,2015,Robbery,71.1 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Robbery,70.9 ,"3,800.0 ","3,819.3 ",,
Arkansas,2015,Assault,384.7 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Assault,401.0 ,"3,800.0 ","3,819.3 ",,
Arkansas,2015,Burglary,767.4 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Burglary,795.5 ,"3,800.0 ","3,819.3 ",,
Arkansas,2015,Larceny-theft,"2,307.7 ","3,800.0 ","3,819.3 ",,
Arkansas,2016,Larceny-theft,"2,233.6 ","3,800.0 ","3,819.3 ",,
Arkansas,2015,Motor vehicle theft,195.4 ,"3,800.0 ","3,819.3 ",,
Arkansas,2016,Motor vehicle theft,239.4 ,"3,800.0 ","3,819.3 ",,
Louisiana,2015,Murder,10.5 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Murder,11.8 ,"3,917.5 ","3,863.7 ",,
Louisiana,2015,Rape,37.1 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Rape,38.8 ,"3,917.5 ","3,863.7 ",,
Louisiana,2015,Robbery,119.1 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Robbery,119.1 ,"3,917.5 ","3,863.7 ",,
Louisiana,2015,Assault,373.0 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Assault,396.4 ,"3,917.5 ","3,863.7 ",,
Louisiana,2015,Burglary,759.4 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Burglary,740.5 ,"3,917.5 ","3,863.7 ",,
Louisiana,2015,Larceny-theft,"2,410.0 ","3,917.5 ","3,863.7 ",,
Louisiana,2016,Larceny-theft,"2,336.3 ","3,917.5 ","3,863.7 ",,
Louisiana,2015,Motor vehicle theft,208.4 ,"3,917.5 ","3,863.7 ",,
Louisiana,2016,Motor vehicle theft,220.8 ,"3,917.5 ","3,863.7 ",,
Oklahoma,2015,Murder,6.1 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Murder,6.2 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2015,Rape,50.0 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Rape,52.0 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2015,Robbery,77.2 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Robbery,80.6 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2015,Assault,295.2 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Assault,311.0 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2015,Burglary,736.6 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Burglary,741.7 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2015,Larceny-theft,"1,911.2 ","3,347.4 ","3,432.7 ",,
Oklahoma,2016,Larceny-theft,"1,931.4 ","3,347.4 ","3,432.7 ",,
Oklahoma,2015,Motor vehicle theft,271.1 ,"3,347.4 ","3,432.7 ",,
Oklahoma,2016,Motor vehicle theft,309.8 ,"3,347.4 ","3,432.7 ",,
Texas,2015,Murder,4.8 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Murder,5.3 ,"3,253.5 ","3,194.2 ",,
Texas,2015,Rape,44.9 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Rape,48.0 ,"3,253.5 ","3,194.2 ",,
Texas,2015,Robbery,116.4 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Robbery,119.6 ,"3,253.5 ","3,194.2 ",,
Texas,2015,Assault,246.6 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Assault,261.6 ,"3,253.5 ","3,194.2 ",,
Texas,2015,Burglary,558.0 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Burglary,533.8 ,"3,253.5 ","3,194.2 ",,
Texas,2015,Larceny-theft,"2,036.7 ","3,253.5 ","3,194.2 ",,
Texas,2016,Larceny-theft,"1,978.1 ","3,253.5 ","3,194.2 ",,
Texas,2015,Motor vehicle theft,246.1 ,"3,253.5 ","3,194.2 ",,
Texas,2016,Motor vehicle theft,247.8 ,"3,253.5 ","3,194.2 ",,
Arizona,2015,Murder,4.5 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Murder,5.5 ,"3,449.2 ","3,448.5 ",,
Arizona,2015,Rape,45.6 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Rape,47.5 ,"3,449.2 ","3,448.5 ",,
Arizona,2015,Robbery,93.3 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Robbery,101.8 ,"3,449.2 ","3,448.5 ",,
Arizona,2015,Assault,266.9 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Assault,315.4 ,"3,449.2 ","3,448.5 ",,
Arizona,2015,Burglary,557.5 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Burglary,544.4 ,"3,449.2 ","3,448.5 ",,
Arizona,2015,Larceny-theft,"2,235.2 ","3,449.2 ","3,448.5 ",,
Arizona,2016,Larceny-theft,"2,168.1 ","3,449.2 ","3,448.5 ",,
Arizona,2015,Motor vehicle theft,246.2 ,"3,449.2 ","3,448.5 ",,
Arizona,2016,Motor vehicle theft,265.8 ,"3,449.2 ","3,448.5 ",,
Colorado,2015,Murder,3.2 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Murder,3.7 ,"2,961.9 ","3,083.4 ",,
Colorado,2015,Rape,61.1 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Rape,64.2 ,"2,961.9 ","3,083.4 ",,
Colorado,2015,Robbery,60.8 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Robbery,63.7 ,"2,961.9 ","3,083.4 ",,
Colorado,2015,Assault,193.3 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Assault,211.1 ,"2,961.9 ","3,083.4 ",,
Colorado,2015,Burglary,431.1 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Burglary,431.4 ,"2,961.9 ","3,083.4 ",,
Colorado,2015,Larceny-theft,"1,918.4 ","2,961.9 ","3,083.4 ",,
Colorado,2016,Larceny-theft,"1,955.3 ","2,961.9 ","3,083.4 ",,
Colorado,2015,Motor vehicle theft,294.0 ,"2,961.9 ","3,083.4 ",,
Colorado,2016,Motor vehicle theft,354.0 ,"2,961.9 ","3,083.4 ",,
Idaho,2015,Murder,1.9 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Murder,2.9 ,"1,966.7 ","1,974.5 ",,
Idaho,2015,Rape,42.5 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Rape,42.7 ,"1,966.7 ","1,974.5 ",,
Idaho,2015,Robbery,11.6 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Robbery,12.7 ,"1,966.7 ","1,974.5 ",,
Idaho,2015,Assault,161.4 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Assault,172.0 ,"1,966.7 ","1,974.5 ",,
Idaho,2015,Burglary,370.5 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Burglary,375.4 ,"1,966.7 ","1,974.5 ",,
Idaho,2015,Larceny-theft,"1,265.5 ","1,966.7 ","1,974.5 ",,
Idaho,2016,Larceny-theft,"1,245.4 ","1,966.7 ","1,974.5 ",,
Idaho,2015,Motor vehicle theft,113.3 ,"1,966.7 ","1,974.5 ",,
Idaho,2016,Motor vehicle theft,123.4 ,"1,966.7 ","1,974.5 ",,
Montana,2015,Murder,3.7 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Murder,3.5 ,"2,996.1 ","3,051.8 ",,
Montana,2015,Rape,55.4 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Rape,55.4 ,"2,996.1 ","3,051.8 ",,
Montana,2015,Robbery,20.3 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Robbery,25.5 ,"2,996.1 ","3,051.8 ",,
Montana,2015,Assault,273.9 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Assault,283.9 ,"2,996.1 ","3,051.8 ",,
Montana,2015,Burglary,376.6 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Burglary,377.4 ,"2,996.1 ","3,051.8 ",,
Montana,2015,Larceny-theft,"2,031.4 ","2,996.1 ","3,051.8 ",,
Montana,2016,Larceny-theft,"2,043.0 ","2,996.1 ","3,051.8 ",,
Montana,2015,Motor vehicle theft,234.8 ,"2,996.1 ","3,051.8 ",,
Montana,2016,Motor vehicle theft,263.1 ,"2,996.1 ","3,051.8 ",,
Nevada,2015,Murder,6.2 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Murder,7.6 ,"3,372.5 ","3,264.5 ",,
Nevada,2015,Rape,58.5 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Rape,58.9 ,"3,372.5 ","3,264.5 ",,
Nevada,2015,Robbery,218.0 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Robbery,215.6 ,"3,372.5 ","3,264.5 ",,
Nevada,2015,Assault,414.9 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Assault,395.9 ,"3,372.5 ","3,264.5 ",,
Nevada,2015,Burglary,775.4 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Burglary,641.1 ,"3,372.5 ","3,264.5 ",,
Nevada,2015,Larceny-theft,"1,505.9 ","3,372.5 ","3,264.5 ",,
Nevada,2016,Larceny-theft,"1,497.1 ","3,372.5 ","3,264.5 ",,
Nevada,2015,Motor vehicle theft,393.6 ,"3,372.5 ","3,264.5 ",,
Nevada,2016,Motor vehicle theft,448.3 ,"3,372.5 ","3,264.5 ",,
New Mexico,2015,Murder,5.6 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Murder,6.7 ,"4,368.8 ","4,639.6 ",,
New Mexico,2015,Rape,79.9 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Rape,73.3 ,"4,368.8 ","4,639.6 ",,
New Mexico,2015,Robbery,119.5 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Robbery,131.5 ,"4,368.8 ","4,639.6 ",,
New Mexico,2015,Assault,452.2 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Assault,491.0 ,"4,368.8 ","4,639.6 ",,
New Mexico,2015,Burglary,821.2 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Burglary,830.4 ,"4,368.8 ","4,639.6 ",,
New Mexico,2015,Larceny-theft,"2,474.9 ","4,368.8 ","4,639.6 ",,
New Mexico,2016,Larceny-theft,"2,542.4 ","4,368.8 ","4,639.6 ",,
New Mexico,2015,Motor vehicle theft,415.5 ,"4,368.8 ","4,639.6 ",,
New Mexico,2016,Motor vehicle theft,564.3 ,"4,368.8 ","4,639.6 ",,
Utah,2015,Murder,1.9 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Murder,2.4 ,"3,241.3 ","3,194.4 ",,
Utah,2015,Rape,57.0 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Rape,49.8 ,"3,241.3 ","3,194.4 ",,
Utah,2015,Robbery,44.4 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Robbery,50.5 ,"3,241.3 ","3,194.4 ",,
Utah,2015,Assault,135.4 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Assault,140.1 ,"3,241.3 ","3,194.4 ",,
Utah,2015,Burglary,421.5 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Burglary,420.7 ,"3,241.3 ","3,194.4 ",,
Utah,2015,Larceny-theft,"2,289.3 ","3,241.3 ","3,194.4 ",,
Utah,2016,Larceny-theft,"2,223.2 ","3,241.3 ","3,194.4 ",,
Utah,2015,Motor vehicle theft,291.8 ,"3,241.3 ","3,194.4 ",,
Utah,2016,Motor vehicle theft,307.7 ,"3,241.3 ","3,194.4 ",,
Wyoming,2015,Murder,2.7 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Murder,3.4 ,"2,122.8 ","2,201.5 ",,
Wyoming,2015,Rape,29.2 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Rape,35.0 ,"2,122.8 ","2,201.5 ",,
Wyoming,2015,Robbery,10.1 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Robbery,10.1 ,"2,122.8 ","2,201.5 ",,
Wyoming,2015,Assault,179.7 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Assault,195.7 ,"2,122.8 ","2,201.5 ",,
Wyoming,2015,Burglary,300.4 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Burglary,302.5 ,"2,122.8 ","2,201.5 ",,
Wyoming,2015,Larceny-theft,"1,499.8 ","2,122.8 ","2,201.5 ",,
Wyoming,2016,Larceny-theft,"1,518.2 ","2,122.8 ","2,201.5 ",,
Wyoming,2015,Motor vehicle theft,100.9 ,"2,122.8 ","2,201.5 ",,
Wyoming,2016,Motor vehicle theft,136.6 ,"2,122.8 ","2,201.5 ",,
Alaska,2015,Murder,8.0 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Murder,7.0 ,"3,551.1 ","4,157.2 ",,
Alaska,2015,Rape,122.0 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Rape,141.9 ,"3,551.1 ","4,157.2 ",,
Alaska,2015,Robbery,103.2 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Robbery,114.6 ,"3,551.1 ","4,157.2 ",,
Alaska,2015,Assault,497.6 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Assault,540.6 ,"3,551.1 ","4,157.2 ",,
Alaska,2015,Burglary,475.9 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Burglary,546.3 ,"3,551.1 ","4,157.2 ",,
Alaska,2015,Larceny-theft,"2,067.1 ","3,551.1 ","4,157.2 ",,
Alaska,2016,Larceny-theft,"2,394.7 ","3,551.1 ","4,157.2 ",,
Alaska,2015,Motor vehicle theft,277.3 ,"3,551.1 ","4,157.2 ",,
Alaska,2016,Motor vehicle theft,412.1 ,"3,551.1 ","4,157.2 ",,
California,2015,Murder,4.8 ,"3,056.4 ","2,998.4 ",,
California,2016,Murder,4.9 ,"3,056.4 ","2,998.4 ",,
California,2015,Rape,32.9 ,"3,056.4 ","2,998.4 ",,
California,2016,Rape,34.9 ,"3,056.4 ","2,998.4 ",,
California,2015,Robbery,135.6 ,"3,056.4 ","2,998.4 ",,
California,2016,Robbery,139.6 ,"3,056.4 ","2,998.4 ",,
California,2015,Assault,254.8 ,"3,056.4 ","2,998.4 ",,
California,2016,Assault,265.9 ,"3,056.4 ","2,998.4 ",,
California,2015,Burglary,506.2 ,"3,056.4 ","2,998.4 ",,
California,2016,Burglary,479.8 ,"3,056.4 ","2,998.4 ",,
California,2015,Larceny-theft,"1,683.6 ","3,056.4 ","2,998.4 ",,
California,2016,Larceny-theft,"1,623.0 ","3,056.4 ","2,998.4 ",,
California,2015,Motor vehicle theft,438.5 ,"3,056.4 ","2,998.4 ",,
California,2016,Motor vehicle theft,450.3 ,"3,056.4 ","2,998.4 ",,
Hawaii,2015,Murder,2.0 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Murder,2.5 ,"3,432.5 ","3,302.0 ",,
Hawaii,2015,Rape,37.8 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Rape,43.3 ,"3,432.5 ","3,302.0 ",,
Hawaii,2015,Robbery,76.1 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Robbery,69.6 ,"3,432.5 ","3,302.0 ",,
Hawaii,2015,Assault,131.8 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Assault,193.8 ,"3,432.5 ","3,302.0 ",,
Hawaii,2015,Burglary,477.8 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Burglary,421.2 ,"3,432.5 ","3,302.0 ",,
Hawaii,2015,Larceny-theft,"2,325.4 ","3,432.5 ","3,302.0 ",,
Hawaii,2016,Larceny-theft,"2,175.8 ","3,432.5 ","3,302.0 ",,
Hawaii,2015,Motor vehicle theft,381.6 ,"3,432.5 ","3,302.0 ",,
Hawaii,2016,Motor vehicle theft,395.8 ,"3,432.5 ","3,302.0 ",,
Oregon,2015,Murder,2.7 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Murder,2.8 ,"3,240.8 ","3,228.8 ",,
Oregon,2015,Rape,41.0 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Rape,42.0 ,"3,240.8 ","3,228.8 ",,
Oregon,2015,Robbery,53.7 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Robbery,55.6 ,"3,240.8 ","3,228.8 ",,
Oregon,2015,Assault,167.9 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Assault,164.1 ,"3,240.8 ","3,228.8 ",,
Oregon,2015,Burglary,460.7 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Burglary,412.0 ,"3,240.8 ","3,228.8 ",,
Oregon,2015,Larceny-theft,"2,249.0 ","3,240.8 ","3,228.8 ",,
Oregon,2016,Larceny-theft,"2,230.0 ","3,240.8 ","3,228.8 ",,
Oregon,2015,Motor vehicle theft,265.8 ,"3,240.8 ","3,228.8 ",,
Oregon,2016,Motor vehicle theft,322.3 ,"3,240.8 ","3,228.8 ",,
Washington,2015,Murder,3.0 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Murder,2.7 ,"3,770.5 ","3,796.2 ",,
Washington,2015,Rape,38.8 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Rape,42.2 ,"3,770.5 ","3,796.2 ",,
Washington,2015,Robbery,76.1 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Robbery,77.5 ,"3,770.5 ","3,796.2 ",,
Washington,2015,Assault,168.4 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Assault,179.7 ,"3,770.5 ","3,796.2 ",,
Washington,2015,Burglary,713.9 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Burglary,674.8 ,"3,770.5 ","3,796.2 ",,
Washington,2015,Larceny-theft,"2,393.7 ","3,770.5 ","3,796.2 ",,
Washington,2016,Larceny-theft,"2,376.3 ","3,770.5 ","3,796.2 ",,
Washington,2015,Motor vehicle theft,376.6 ,"3,770.5 ","3,796.2 ",,
Washington,2016,Motor vehicle theft,443.0 ,"3,770.5 ","3,796.2 ",,
Puerto Rico,2015,Murder,16.8 ,"1,305.6 ","1,256.0 ",,
