state,year,crime,rate,year_one,year_two
Texas,2016,ROB,119.60,3253.50,3194.20
Texas,2015,AGA,246.60,3253.50,3194.20
Texas,2016,AGA,261.60,3253.50,3194.20
Texas,2015,BUR,558.00,3253.50,3194.20
Texas,2016,BUR,533.80,3253.50,3194.20
Texas,2015,LAT,2036.70,3253.50,3194.20
Texas,2016,LAT,1978.10,3253.50,3194.20
Texas,2015,MVT,246.10,3253.50,3194.20
Texas,2016,MVT,247.80,3253.50,3194.20
Arizona,2015,MNM,4.50,3449.20,3448.50
Arizona,2016,MNM,5.50,3449.20,3448.50
Arizona,2015,RRD,45.60,3449.20,3448.50
Arizona,2016,RRD,47.50,3449.20,3448.50
Arizona,2015,ROB,93.30,3449.20,3448.50
Arizona,2016,ROB,101.80,3449.20,3448.50
Arizona,2015,AGA,266.90,3449.20,3448.50
Arizona,2016,AGA,315.40,3449.20,3448.50
Arizona,2015,BUR,557.50,3449.20,3448.50
Arizona,2016,BUR,544.40,3449.20,3448.50
Arizona,2015,LAT,2235.20,3449.20,3448.50
Arizona,2016,LAT,2168.10,3449.20,3448.50
Arizona,2015,MVT,246.20,3449.20,3448.50
Arizona,2016,MVT,265.80,3449.20,3448.50
Colorado,2015,MNM,3.20,2961.90,3083.40
Colorado,2016,MNM,3.70,2961.90,3083.40
Colorado,2015,RRD,61.10,2961.90,3083.40
Colorado,2016,RRD,64.20,2961.90,3083.40
Colorado,2015,ROB,60.80,2961.90,3083.40
Colorado,2016,ROB,63.70,2961.90,3083.40
Colorado,2015,AGA,193.30,2961.90,3083.40
Colorado,2016,AGA,211.10,2961.90,3083.40
Colorado,2015,BUR,431.10,2961.90,3083.40
Colorado,2016,BUR,431.40,2961.90,3083.40
Colorado,2015,LAT,1918.40,2961.90,3083.40
Colorado,2016,LAT,1955.30,2961.90,3083.40
Colorado,2015,MVT,294.00,2961.90,3083.40
Colorado,2016,MVT,354.00,2961.90,3083.40
Idaho,2015,MNM,1.90,1966.70,1974.50
Idaho,2016,MNM,2.90,1966.70,1974.50
Idaho,2015,RRD,42.50,1966.70,1974.50
Idaho,2016,RRD,42.70,1966.70,1974.50
Idaho,2015,ROB,11.60,1966.70,1974.50
Idaho,2016,ROB,12.70,1966.70,1974.50
Idaho,2015,AGA,161.40,1966.70,1974.50
Idaho,2016,AGA,172.00,1966.70,1974.50
Idaho,2015,BUR,370.50,1966.70,1974.50
Idaho,2016,BUR,375.40,1966.70,1974.50
Idaho,2015,LAT,1265.50,1966.70,1974.50
Idaho,2016,LAT,1245.40,1966.70,1974.50
Idaho,2015,MVT,113.30,1966.70,1974.50
Idaho,2016,MVT,123.40,1966.70,1974.50
Montana,2015,MNM,3.70,2996.10,3051.80
Montana,2016,MNM,3.50,2996.10,3051.80
Montana,2015,RRD,55.40,2996.10,3051.80
Montana,2016,RRD,55.40,2996.10,3051.80
Montana,2015,ROB,20.30,2996.10,3051.80
Montana,2016,ROB,25.50,2996.10,3051.80
Montana,2015,AGA,273.90,2996.10,3051.80
Montana,2016,AGA,283.90,2996.10,3051.80
Montana,2015,BUR,376.60,2996.10,3051.80
Montana,2016,BUR,377.40,2996.10,3051.80
Montana,2015,LAT,2031.40,2996.10,3051.80
Montana,2016,LAT,2043.00,2996.10,3051.80
Montana,2015,MVT,234.80,2996.10,3051.80
Montana,2016,MVT,263.10,2996.10,3051.80
Nevada,2015,MNM,6.20,3372.50,3264.50
Nevada,2016,MNM,7.60,3372.50,3264.50
Nevada,2015,RRD,58.50,3372.50,3264.50
Nevada,2016,RRD,58.90,3372.50,3264.50
Nevada,2015,ROB,218.00,3372.50,3264.50
Nevada,2016,ROB,215.60,3372.50,3264.50
Nevada,2015,AGA,414.90,3372.50,3264.50
Nevada,2016,AGA,395.90,3372.50,3264.50
Nevada,2015,BUR,775.40,3372.50,3264.50
Nevada,2016,BUR,641.10,3372.50,3264.50
Nevada,2015,LAT,1505.90,3372.50,3264.50
Nevada,2016,LAT,1497.10,3372.50,3264.50
Nevada,2015,MVT,393.60,3372.50,3264.50
Nevada,2016,MVT,448.30,3372.50,3264.50
New Mexico,2015,MNM,5.60,4368.80,4639.60
New Mexico,2016,MNM,6.70,4368.80,4639.60
New Mexico,2015,RRD,79.90,4368.80,4639.60
New Mexico,2016,RRD,73.30,4368.80,4639.60
New Mexico,2015,ROB,119.50,4368.80,4639.60
New Mexico,2016,ROB,131.50,4368.80,4639.60
New Mexico,2015,AGA,452.20,4368.80,4639.60
New Mexico,2016,AGA,491.00,4368.80,4639.60
New Mexico,2015,BUR,821.20,4368.80,4639.60
New Mexico,2016,BUR,830.40,4368.80,4639.60
New Mexico,2015,LAT,2474.90,4368.80,4639.60
New Mexico,2016,LAT,2542.40,4368.80,4639.60
New Mexico,2015,MVT,415.50,4368.80,4639.60
New Mexico,2016,MVT,564.30,4368.80,4639.60
Utah,2015,MNM,1.90,3241.30,3194.40
Utah,2016,MNM,2.40,3241.30,3194.40
Utah,2015,RRD,57.00,3241.30,3194.40
Utah,2016,RRD,49.80,3241.30,3194.40
Utah,2015,ROB,44.40,3241.30,3194.40
Utah,2016,ROB,50.50,3241.30,3194.40
Utah,2015,AGA,135.40,3241.30,3194.40
Utah,2016,AGA,140.10,3241.30,3194.40
Utah,2015,BUR,421.50,3241.30,3194.40
Utah,2016,BUR,420.70,3241.30,3194.40
Utah,2015,LAT,2289.30,3241.30,3194.40
Utah,2016,LAT,2223.20,3241.30,3194.40
Utah,2015,MVT,291.80,3241.30,3194.40
Utah,2016,MVT,307.70,3241.30,3194.40
Wyoming,2015,MNM,2.70,2122.80,2201.50
Wyoming,2016,MNM,3.40,2122.80,2201.50
Wyoming,2015,RRD,29.20,2122.80,2201.50
Wyoming,2016,RRD,35.00,2122.80,2201.50
Wyoming,2015,ROB,10.10,2122.80,2201.50
Wyoming,2016,ROB,10.10,2122.80,2201.50
Wyoming,2015,AGA,179.70,2122.80,2201.50
Wyoming,2016,AGA,195.70,2122.80,2201.50
Wyoming,2015,BUR,300.40,2122.80,2201.50
Wyoming,2016,BUR,302.50,2122.80,2201.50
Wyoming,2015,LAT,1499.80,2122.80,2201.50
Wyoming,2016,LAT,1518.20,2122.80,2201.50
Wyoming,2015,MVT,100.90,2122.80,2201.50
Wyoming,2016,MVT,136.60,2122.80,2201.50
Alaska,2015,MNM,8.00,3551.10,4157.20
Alaska,2016,MNM,7.00,3551.10,4157.20
Alaska,2015,RRD,122.00,3551.10,4157.20
Alaska,2016,RRD,141.90,3551.10,4157.20
Alaska,2015,ROB,103.20,3551.10,4157.20
Alaska,2016,ROB,114.60,3551.10,4157.20
Alaska,2015,AGA,497.60,3551.10,4157.20
Alaska,2016,AGA,540.60,3551.10,4157.20
Alaska,2015,BUR,475.90,3551.10,4157.20
Alaska,2016,BUR,546.30,3551.10,4157.20
Alaska,2015,LAT,2067.10,3551.10,4157.20
Alaska,2016,LAT,2394.70,3551.10,4157.20
Alaska,2015,MVT,277.30,3551.10,4157.20
Alaska,2016,MVT,412.10,3551.10,4157.20
California,2015,MNM,4.80,3056.40,2998.40
California,2016,MNM,4.90,3056.40,2998.40
California,2015,RRD,32.90,3056.40,2998.40
California,2016,RRD,34.90,3056.40,2998.40
California,2015,ROB,135.60,3056.40,2998.40
California,2016,ROB,139.60,3056.40,2998.40
California,2015,AGA,254.80,3056.40,2998.40
California,2016,AGA,265.90,3056.40,2998.40
California,2015,BUR,506.20,3056.40,2998.40
California,2016,BUR,479.80,3056.40,2998.40
California,2015,LAT,1683.60,3056.40,2998.40
California,2016,LAT,1623.00,3056.40,2998.40
California,2015,MVT,438.50,3056.40,2998.40
California,2016,MVT,450.30,3056.40,2998.40
Hawaii,2015,MNM,2.00,3432.50,3302.00
Hawaii,2016,MNM,2.50,3432.50,3302.00
Hawaii,2015,RRD,37.80,3432.50,3302.00
Hawaii,2016,RRD,43.30,3432.50,3302.00
Hawaii,2015,ROB,76.10,3432.50,3302.00
Hawaii,2016,ROB,69.60,3432.50,3302.00
Hawaii,2015,AGA,131.80,3432.50,3302.00
Hawaii,2016,AGA,193.80,3432.50,3302.00
Hawaii,2015,BUR,477.80,3432.50,3302.00
Hawaii,2016,BUR,421.20,3432.50,3302.00
Hawaii,2015,LAT,2325.40,3432.50,3302.00
Hawaii,2016,LAT,2175.80,3432.50,3302.00
Hawaii,2015,MVT,381.60,3432.50,3302.00
Hawaii,2016,MVT,395.80,3432.50,3302.00
Oregon,2015,MNM,2.70,3240.80,3228.80
Oregon,2016,MNM,2.80,3240.80,3228.80
Oregon,2015,RRD,41.00,3240.80,3228.80
Oregon,2016,RRD,42.00,3240.80,3228.80
Oregon,2015,ROB,53.70,3240.80,3228.80
Oregon,2016,ROB,55.60,3240.80,3228.80
Oregon,2015,AGA,167.90,3240.80,3228.80
Oregon,2016,AGA,164.10,3240.80,3228.80
Oregon,2015,BUR,460.70,3240.80,3228.80
Oregon,2016,BUR,412.00,3240.80,3228.80
Oregon,2015,LAT,2249.00,3240.80,3228.80
Oregon,2016,LAT,2230.00,3240.80,3228.80
Oregon,2015,MVT,265.80,3240.80,3228.80
Oregon,2016,MVT,322.30,3240.80,3228.80
Washington,2015,MNM,3.00,3770.50,3796.20
Washington,2016,MNM,2.70,3770.50,3796.20
Washington,2015,RRD,38.80,3770.50,3796.20
Washington,2016,RRD,42.20,3770.50,3796.20
Washington,2015,ROB,76.10,3770.50,3796.20
Washington,2016,ROB,77.50,3770.50,3796.20
Washington,2015,AGA,168.40,3770.50,3796.20
Washington,2016,AGA,179.70,3770.50,3796.20
Washington,2015,BUR,713.90,3770.50,3796.20
Washington,2016,BUR,674.80,3770.50,3796.20
Washington,2015,LAT,2393.70,3770.50,3796.20
Washington,2016,LAT,2376.30,3770.50,3796.20
Washington,2015,MVT,376.60,3770.50,3796.20
Washington,2016,MVT,443.00,3770.50,3796.20
Puerto Rico,2015,MNM,16.80,1305.60,1256.00
Puerto Rico,2016,MNM,19.90,1305.60,1256.00
Puerto Rico,2015,RRD,4.80,1305.60,1256.00
Puerto Rico,2016,RRD,5.00,1305.60,1256.00
Puerto Rico,2015,ROB,117.20,1305.60,1256.00
Puerto Rico,2016,ROB,93.80,1305.60,1256.00
Puerto Rico,2015,AGA,80.90,1305.60,1256.00
Puerto Rico,2016,AGA,105.40,1305.60,1256.00
Puerto Rico,2015,BUR,263.40,1305.60,1256.00
Puerto Rico,2016,BUR,241.90,1305.60,1256.00
Puerto Rico,2015,LAT,705.20,1305.60,1256.00
Puerto Rico,2016,LAT,679.00,1305.60,1256.00
Puerto Rico,2015,MVT,117.30,1305.60,1256.00
Puerto Rico,2016,MVT,111.00,1305.60,1256.00
New England,2017,MNM,4.40,2034.00,1936.60
New England,2018,MNM,4.00,2034.00,1936.60
New England,2017,RRD,62.60,2034.00,1936.60
New England,2018,RRD,61.20,2034.00,1936.60
New England,2017,ROB,131.00,2034.00,1936.60
New England,2018,ROB,127.60,2034.00,1936.60
New England,2017,AGA,374.80,2034.00,1936.60
New England,2018,AGA,371.80,2034.00,1936.60
New England,2017,BUR,629.00,2034.00,1936.60
New England,2018,BUR,571.40,2034.00,1936.60
New England,2017,LAT,2624.80,2034.00,1936.60
New England,2018,LAT,2483.60,2034.00,1936.60
New England,2017,MVT,241.40,2034.00,1936.60
New England,2018,MVT,253.60,2034.00,1936.60
Connecticut,2017,MNM,6.40,2051.70,2035.20
Connecticut,2018,MNM,4.40,2051.70,2035.20
Connecticut,2017,RRD,44.60,2051.70,2035.20
Connecticut,2018,RRD,42.60,2051.70,2035.20
Connecticut,2017,ROB,163.20,2051.70,2035.20
Connecticut,2018,ROB,151.20,2051.70,2035.20
Connecticut,2017,AGA,228.60,2051.70,2035.20
Connecticut,2018,AGA,256.00,2051.70,2035.20
Connecticut,2017,BUR,573.80,2051.70,2035.20
Connecticut,2018,BUR,561.80,2051.70,2035.20
Connecticut,2017,LAT,2728.20,2051.70,2035.20
Connecticut,2018,LAT,2657.00,2051.70,2035.20
Connecticut,2017,MVT,358.60,2051.70,2035.20
Connecticut,2018,MVT,397.40,2051.70,2035.20
Maine,2017,MNM,3.40,1962.20,1769.30
Maine,2018,MNM,3.00,1962.20,1769.30
Maine,2017,RRD,69.40,1962.20,1769.30
Maine,2018,RRD,61.80,1962.20,1769.30
Maine,2017,ROB,46.80,1962.20,1769.30
Maine,2018,ROB,40.00,1962.20,1769.30
Maine,2017,AGA,140.00,1962.20,1769.30
Maine,2018,AGA,142.60,1962.20,1769.30
Maine,2017,BUR,706.20,1962.20,1769.30
Maine,2018,BUR,601.20,1962.20,1769.30
Maine,2017,LAT,2836.20,1962.20,1769.30
Maine,2018,LAT,2573.60,1962.20,1769.30
Maine,2017,MVT,122.40,1962.20,1769.30
Maine,2018,MVT,116.40,1962.20,1769.30
Massachusetts,2017,MNM,3.80,2078.30,1938.10
Massachusetts,2018,MNM,4.00,2078.30,1938.10
Massachusetts,2017,RRD,61.40,2078.30,1938.10
Massachusetts,2018,RRD,62.40,2078.30,1938.10
Massachusetts,2017,ROB,155.20,2078.30,1938.10
Massachusetts,2018,ROB,157.60,2078.30,1938.10
Massachusetts,2017,AGA,559.40,2078.30,1938.10
Massachusetts,2018,AGA,530.00,2078.30,1938.10
Massachusetts,2017,BUR,643.40,2078.30,1938.10
Massachusetts,2018,BUR,563.60,2078.30,1938.10
Massachusetts,2017,LAT,2496.20,2078.30,1938.10
Massachusetts,2018,LAT,2322.00,2078.30,1938.10
Massachusetts,2017,MVT,237.20,2078.30,1938.10
Massachusetts,2018,MVT,236.60,2078.30,1938.10
New Hampshire,2017,MNM,2.20,1965.60,1710.60
New Hampshire,2018,MNM,2.60,1965.60,1710.60
New Hampshire,2017,RRD,96.80,1965.60,1710.60
New Hampshire,2018,RRD,87.20,1965.60,1710.60
New Hampshire,2017,ROB,71.40,1965.60,1710.60
New Hampshire,2018,ROB,64.00,1965.60,1710.60
New Hampshire,2017,AGA,234.20,1965.60,1710.60
New Hampshire,2018,AGA,241.40,1965.60,1710.60
New Hampshire,2017,BUR,523.60,1965.60,1710.60
New Hampshire,2018,BUR,444.00,1965.60,1710.60
New Hampshire,2017,LAT,2868.40,1965.60,1710.60
New Hampshire,2018,LAT,2451.40,1965.60,1710.60
New Hampshire,2017,MVT,134.60,1965.60,1710.60
New Hampshire,2018,MVT,130.60,1965.60,1710.60
Rhode Island,2017,MNM,5.80,2141.20,2137.50
Rhode Island,2018,MNM,5.40,2141.20,2137.50
Rhode Island,2017,RRD,88.40,2141.20,2137.50
Rhode Island,2018,RRD,83.60,2141.20,2137.50
Rhode Island,2017,ROB,103.60,2141.20,2137.50
Rhode Island,2018,ROB,102.20,2141.20,2137.50
Rhode Island,2017,AGA,288.00,2141.20,2137.50
Rhode Island,2018,AGA,286.40,2141.20,2137.50
Rhode Island,2017,BUR,746.20,2141.20,2137.50
Rhode Island,2018,BUR,717.20,2141.20,2137.50
Rhode Island,2017,LAT,2787.80,2141.20,2137.50
Rhode Island,2018,LAT,2778.00,2141.20,2137.50
Rhode Island,2017,MVT,262.60,2141.20,2137.50
Rhode Island,2018,MVT,302.20,2141.20,2137.50
Vermont,2017,MNM,3.20,1567.10,1855.70
Vermont,2018,MNM,4.40,1567.10,1855.70
Vermont,2017,RRD,48.00,1567.10,1855.70
Vermont,2018,RRD,57.00,1567.10,1855.70
Vermont,2017,ROB,33.60,1567.10,1855.70
Vermont,2018,ROB,34.00,1567.10,1855.70
Vermont,2017,AGA,154.00,1567.10,1855.70
Vermont,2018,AGA,221.20,1567.10,1855.70
Vermont,2017,BUR,649.80,1567.10,1855.70
Vermont,2018,BUR,673.40,1567.10,1855.70
Vermont,2017,LAT,2183.00,1567.10,1855.70
Vermont,2018,LAT,2631.20,1567.10,1855.70
Vermont,2017,MVT,62.60,1567.10,1855.70
Vermont,2018,MVT,90.20,1567.10,1855.70
New Jersey,2017,MNM,8.20,1886.70,1789.50
New Jersey,2018,MNM,8.40,1886.70,1789.50
New Jersey,2017,RRD,30.80,1886.70,1789.50
New Jersey,2018,RRD,32.40,1886.70,1789.50
New Jersey,2017,ROB,217.80,1886.70,1789.50
New Jersey,2018,ROB,200.80,1886.70,1789.50
New Jersey,2017,AGA,255.40,1886.70,1789.50
New Jersey,2018,AGA,248.40,1886.70,1789.50
New Jersey,2017,BUR,625.80,1886.70,1789.50
New Jersey,2018,BUR,565.40,1886.70,1789.50
New Jersey,2017,LAT,2371.80,1886.70,1789.50
New Jersey,2018,LAT,2270.40,1886.70,1789.50
New Jersey,2017,MVT,263.60,1886.70,1789.50
New Jersey,2018,MVT,253.20,1886.70,1789.50
New York,2017,MNM,6.20,1986.80,1921.80
New York,2018,MNM,6.40,1986.80,1921.80
New York,2017,RRD,62.20,1986.80,1921.80
New York,2018,RRD,63.40,1986.80,1921.80
New York,2017,ROB,241.80,1986.80,1921.80
New York,2018,ROB,226.00,1986.80,1921.80
New York,2017,AGA,450.60,1986.80,1921.80
New York,2018,AGA,456.60,1986.80,1921.80
New York,2017,BUR,446.80,1986.80,1921.80
New York,2018,BUR,403.40,1986.80,1921.80
New York,2017,LAT,2611.40,1986.80,1921.80
New York,2018,LAT,2542.00,1986.80,1921.80
New York,2017,MVT,154.60,1986.80,1921.80
New York,2018,MVT,145.80,1986.80,1921.80
Pennsylvania,2017,MNM,10.40,2128.70,2059.10
Pennsylvania,2018,MNM,10.40,2128.70,2059.10
Pennsylvania,2017,RRD,67.20,2128.70,2059.10
Pennsylvania,2018,RRD,69.40,2128.70,2059.10
Pennsylvania,2017,ROB,202.80,2128.70,2059.10
Pennsylvania,2018,ROB,192.80,2128.70,2059.10
Pennsylvania,2017,AGA,350.60,2128.70,2059.10
Pennsylvania,2018,AGA,360.20,2128.70,2059.10
Pennsylvania,2017,BUR,618.80,2128.70,2059.10
Pennsylvania,2018,BUR,555.60,2128.70,2059.10
Pennsylvania,2017,LAT,2818.00,2128.70,2059.10
Pennsylvania,2018,LAT,2725.60,2128.70,2059.10
Pennsylvania,2017,MVT,189.60,2128.70,2059.10
Pennsylvania,2018,MVT,204.20,2128.70,2059.10
Illinois,2017,MNM,11.80,2389.00,2485.30
Illinois,2018,MNM,16.40,2389.00,2485.30
Illinois,2017,RRD,76.80,2389.00,2485.30
Illinois,2018,RRD,76.60,2389.00,2485.30
Illinois,2017,ROB,234.60,2389.00,2485.30
Illinois,2018,ROB,278.60,2389.00,2485.30
Illinois,2017,AGA,452.00,2389.00,2485.30
Illinois,2018,AGA,501.00,2389.00,2485.30
Illinois,2017,BUR,729.80,2389.00,2485.30
Illinois,2018,BUR,749.80,2389.00,2485.30
Illinois,2017,LAT,2997.40,2389.00,2485.30
Illinois,2018,LAT,3037.20,2389.00,2485.30
Illinois,2017,MVT,275.60,2389.00,2485.30
Illinois,2018,MVT,311.00,2389.00,2485.30
Indiana,2017,MNM,11.20,2983.00,2994.10
Indiana,2018,MNM,13.20,2983.00,2994.10
Indiana,2017,RRD,72.20,2983.00,2994.10
Indiana,2018,RRD,75.40,2983.00,2994.10
Indiana,2017,ROB,214.20,2983.00,2994.10
Indiana,2018,ROB,221.00,2983.00,2994.10
Indiana,2017,AGA,469.80,2983.00,2994.10
Indiana,2018,AGA,499.80,2983.00,2994.10
Indiana,2017,BUR,1040.60,2983.00,2994.10
Indiana,2018,BUR,1028.00,2983.00,2994.10
Indiana,2017,LAT,3748.60,2983.00,2994.10
Indiana,2018,LAT,3706.60,2983.00,2994.10
Indiana,2017,MVT,409.40,2983.00,2994.10
Indiana,2018,MVT,444.20,2983.00,2994.10
Michigan,2017,MNM,11.80,2348.30,2368.80
Michigan,2018,MNM,12.00,2348.30,2368.80
Michigan,2017,RRD,135.40,2348.30,2368.80
Michigan,2018,RRD,143.60,2348.30,2368.80
Michigan,2017,ROB,157.60,2348.30,2368.80
Michigan,2018,ROB,143.40,2348.30,2368.80
Michigan,2017,AGA,536.40,2348.30,2368.80
Michigan,2018,AGA,619.00,2348.30,2368.80
Michigan,2017,BUR,814.20,2348.30,2368.80
Michigan,2018,BUR,797.00,2348.30,2368.80
Michigan,2017,LAT,2662.20,2348.30,2368.80
Michigan,2018,LAT,2616.20,2348.30,2368.80
Michigan,2017,MVT,379.00,2348.30,2368.80
Michigan,2018,MVT,406.40,2348.30,2368.80
Ohio,2017,MNM,9.00,2913.50,2877.70
Ohio,2018,MNM,11.20,2913.50,2877.70
Ohio,2017,RRD,93.80,2913.50,2877.70
Ohio,2018,RRD,96.20,2913.50,2877.70
Ohio,2017,ROB,217.40,2913.50,2877.70
Ohio,2018,ROB,215.60,2913.50,2877.70
Ohio,2017,AGA,272.20,2913.50,2877.70
Ohio,2018,AGA,277.40,2913.50,2877.70
Ohio,2017,BUR,1206.20,2913.50,2877.70
Ohio,2018,BUR,1151.80,2913.50,2877.70
Ohio,2017,LAT,3728.60,2913.50,2877.70
Ohio,2018,LAT,3664.60,2913.50,2877.70
Ohio,2017,MVT,299.80,2913.50,2877.70
Ohio,2018,MVT,338.60,2913.50,2877.70
Wisconsin,2017,MNM,8.40,2283.70,2239.10
Wisconsin,2018,MNM,8.00,2283.70,2239.10
Wisconsin,2017,RRD,62.60,2283.70,2239.10
Wisconsin,2018,RRD,68.40,2283.70,2239.10
Wisconsin,2017,ROB,181.40,2283.70,2239.10
Wisconsin,2018,ROB,162.80,2283.70,2239.10
Wisconsin,2017,AGA,356.20,2283.70,2239.10
Wisconsin,2018,AGA,372.60,2283.70,2239.10
Wisconsin,2017,BUR,679.60,2283.70,2239.10
Wisconsin,2018,BUR,672.20,2283.70,2239.10
Wisconsin,2017,LAT,2897.80,2283.70,2239.10
Wisconsin,2018,LAT,2849.60,2283.70,2239.10
Wisconsin,2017,MVT,381.40,2283.70,2239.10
Wisconsin,2018,MVT,344.60,2283.70,2239.10
Iowa,2017,MNM,4.60,2348.00,2376.80
Iowa,2018,MNM,4.60,2348.00,2376.80
Iowa,2017,RRD,77.20,2348.00,2376.80
Iowa,2018,RRD,79.60,2348.00,2376.80
Iowa,2017,ROB,67.20,2348.00,2376.80
Iowa,2018,ROB,73.20,2348.00,2376.80
Iowa,2017,AGA,403.00,2348.00,2376.80
Iowa,2018,AGA,424.00,2348.00,2376.80
Iowa,2017,BUR,959.40,2348.00,2376.80
Iowa,2018,BUR,959.00,2348.00,2376.80
Iowa,2017,LAT,2903.80,2348.00,2376.80
Iowa,2018,LAT,2895.20,2348.00,2376.80
Iowa,2017,MVT,280.80,2348.00,2376.80
Iowa,2018,MVT,318.00,2348.00,2376.80
Kansas,2017,MNM,8.60,3149.20,3076.00
Kansas,2018,MNM,7.60,3149.20,3076.00
Kansas,2017,RRD,115.80,3149.20,3076.00
Kansas,2018,RRD,90.20,3149.20,3076.00
Kansas,2017,ROB,125.40,3149.20,3076.00
Kansas,2018,ROB,115.00,3149.20,3076.00
Kansas,2017,AGA,540.20,3149.20,3076.00
Kansas,2018,AGA,548.00,3149.20,3076.00
Kansas,2017,BUR,1074.60,3149.20,3076.00
Kansas,2018,BUR,988.20,3149.20,3076.00
Kansas,2017,LAT,3951.80,3149.20,3076.00
Kansas,2018,LAT,3925.80,3149.20,3076.00
Kansas,2017,MVT,482.00,3149.20,3076.00
Kansas,2018,MVT,477.20,3149.20,3076.00
Minnesota,2017,MNM,4.80,2467.90,2375.80
Minnesota,2018,MNM,3.60,2467.90,2375.80
Minnesota,2017,RRD,84.60,2467.90,2375.80
Minnesota,2018,RRD,85.00,2467.90,2375.80
Minnesota,2017,ROB,137.60,2467.90,2375.80
Minnesota,2018,ROB,135.00,2467.90,2375.80
Minnesota,2017,AGA,258.80,2467.90,2375.80
Minnesota,2018,AGA,261.40,2467.90,2375.80
Minnesota,2017,BUR,704.00,2467.90,2375.80
Minnesota,2018,BUR,674.20,2467.90,2375.80
Minnesota,2017,LAT,3454.80,2467.90,2375.80
Minnesota,2018,LAT,3276.20,2467.90,2375.80
Minnesota,2017,MVT,291.20,2467.90,2375.80
Minnesota,2018,MVT,316.20,2467.90,2375.80
Missouri,2017,MNM,16.60,3358.60,3318.40
Missouri,2018,MNM,17.60,3358.60,3318.40
Missouri,2017,RRD,84.60,3358.60,3318.40
Missouri,2018,RRD,83.80,3358.60,3318.40
Missouri,2017,ROB,210.00,3358.60,3318.40
Missouri,2018,ROB,215.60,3358.60,3318.40
Missouri,2017,AGA,685.80,3358.60,3318.40
Missouri,2018,AGA,721.60,3358.60,3318.40
Missouri,2017,BUR,1120.00,3358.60,3318.40
Missouri,2018,BUR,1040.80,3358.60,3318.40
Missouri,2017,LAT,4040.40,3358.60,3318.40
Missouri,2018,LAT,3956.80,3358.60,3318.40
Missouri,2017,MVT,559.80,3358.60,3318.40
Missouri,2018,MVT,600.60,3358.60,3318.40
Nebraska,2017,MNM,6.60,2522.10,2554.30
Nebraska,2018,MNM,5.20,2522.10,2554.30
Nebraska,2017,RRD,93.40,2522.10,2554.30
Nebraska,2018,RRD,104.20,2522.10,2554.30
Nebraska,2017,ROB,105.00,2522.10,2554.30
Nebraska,2018,ROB,99.20,2522.10,2554.30
Nebraska,2017,AGA,340.60,2522.10,2554.30
Nebraska,2018,AGA,373.40,2522.10,2554.30
Nebraska,2017,BUR,680.40,2522.10,2554.30
Nebraska,2018,BUR,675.80,2522.10,2554.30
Nebraska,2017,LAT,3395.20,2522.10,2554.30
Nebraska,2018,LAT,3355.20,2522.10,2554.30
Nebraska,2017,MVT,423.00,2522.10,2554.30
Nebraska,2018,MVT,495.60,2522.10,2554.30
North Dakota,2017,MNM,5.60,2598.40,2547.00
North Dakota,2018,MNM,4.00,2598.40,2547.00
North Dakota,2017,RRD,103.40,2598.40,2547.00
North Dakota,2018,RRD,90.20,2598.40,2547.00
North Dakota,2017,ROB,42.00,2598.40,2547.00
North Dakota,2018,ROB,47.80,2598.40,2547.00
North Dakota,2017,AGA,364.20,2598.40,2547.00
North Dakota,2018,AGA,360.20,2598.40,2547.00
North Dakota,2017,BUR,871.00,2598.40,2547.00
North Dakota,2018,BUR,855.80,2598.40,2547.00
North Dakota,2017,LAT,3352.40,2598.40,2547.00
North Dakota,2018,LAT,3217.80,2598.40,2547.00
North Dakota,2017,MVT,458.20,2598.40,2547.00
North Dakota,2018,MVT,518.20,2598.40,2547.00
South Dakota,2017,MNM,7.60,2336.10,2398.90
South Dakota,2018,MNM,6.20,2336.10,2398.90
South Dakota,2017,RRD,116.60,2336.10,2398.90
South Dakota,2018,RRD,117.60,2336.10,2398.90
South Dakota,2017,ROB,50.20,2336.10,2398.90
South Dakota,2018,ROB,62.80,2336.10,2398.90
South Dakota,2017,AGA,595.40,2336.10,2398.90
South Dakota,2018,AGA,650.00,2336.10,2398.90
South Dakota,2017,BUR,692.20,2336.10,2398.90
South Dakota,2018,BUR,693.20,2336.10,2398.90
South Dakota,2017,LAT,2931.80,2336.10,2398.90
South Dakota,2018,LAT,2920.80,2336.10,2398.90
South Dakota,2017,MVT,278.40,2336.10,2398.90
South Dakota,2018,MVT,347.20,2336.10,2398.90
Delaware,2017,MNM,13.20,3209.90,3274.80
Delaware,2018,MNM,11.80,3209.90,3274.80
Delaware,2017,RRD,76.40,3209.90,3274.80
Delaware,2018,RRD,64.80,3209.90,3274.80
Delaware,2017,ROB,262.60,3209.90,3274.80
Delaware,2018,ROB,285.40,3209.90,3274.80
Delaware,2017,AGA,656.00,3209.90,3274.80
Delaware,2018,AGA,655.60,3209.90,3274.80
Delaware,2017,BUR,1016.20,3209.90,3274.80
Delaware,2018,BUR,1055.20,3209.90,3274.80
Delaware,2017,LAT,4142.60,3209.90,3274.80
Delaware,2018,LAT,4157.40,3209.90,3274.80
Delaware,2017,MVT,252.80,3209.90,3274.80
Delaware,2018,MVT,319.40,3209.90,3274.80
Florida,2017,MNM,10.20,3279.20,3117.20
